id,user_id,doubt_id,created_at,activity_type
2166570,177315,251157,2020-01-05 16:53:17 UTC,reject
2166572,133932,251329,2020-01-05 16:53:23 UTC,accept
2166573,153283,251063,2020-01-05 16:53:29 UTC,accept
2166574,13430,251346,2020-01-05 16:53:29 UTC,assign
2166575,162336,251312,2020-01-05 16:53:40 UTC,assign
2166576,13430,251346,2020-01-05 16:53:44 UTC,accept
2166577,44368,251075,2020-01-05 16:54:09 UTC,assign
2166578,71,251275,2020-01-05 16:54:10 UTC,unassign
2166579,34161,251330,2020-01-05 16:54:11 UTC,resolve
2166580,23403,251340,2020-01-05 16:54:11 UTC,assign
2166581,1940,251334,2020-01-05 16:54:12 UTC,review_resolution
2166582,265305,251275,2020-01-05 16:54:13 UTC,assign
2166583,44368,251075,2020-01-05 16:54:15 UTC,reject
2166584,23403,251340,2020-01-05 16:54:17 UTC,accept
2166585,34161,251330,2020-01-05 16:54:17 UTC,rate
2166586,44368,251196,2020-01-05 16:54:18 UTC,assign
2166587,1940,251326,2020-01-05 16:54:18 UTC,assign
2166588,186769,250659,2020-01-05 16:54:19 UTC,review_not_resolved
2166589,265305,251275,2020-01-05 16:54:19 UTC,reject
2166590,162336,251312,2020-01-05 16:54:20 UTC,reject
2166591,162336,251312,2020-01-05 16:54:21 UTC,assign
2166592,265305,250659,2020-01-05 16:54:21 UTC,assign
2166593,44368,251196,2020-01-05 16:54:22 UTC,reject
2166594,227899,251334,2020-01-05 16:54:24 UTC,resolve
2166595,44368,251213,2020-01-05 16:54:24 UTC,assign
2166596,172741,249994,2020-01-05 16:54:25 UTC,resolve
2166597,265305,250659,2020-01-05 16:54:25 UTC,reject
2166598,265305,250659,2020-01-05 16:54:27 UTC,assign
2166599,44368,251213,2020-01-05 16:54:28 UTC,reject
2166600,172741,249994,2020-01-05 16:54:28 UTC,rate
2166601,44368,251177,2020-01-05 16:54:30 UTC,assign
2166602,265305,250659,2020-01-05 16:54:30 UTC,reject
2166603,1940,251326,2020-01-05 16:54:31 UTC,reject
2166604,1940,251296,2020-01-05 16:54:32 UTC,assign
2166605,265305,250659,2020-01-05 16:54:32 UTC,assign
2166606,227899,251334,2020-01-05 16:54:33 UTC,rate
2166607,44368,251177,2020-01-05 16:54:33 UTC,accept
2166608,47173,251157,2020-01-05 16:54:35 UTC,assign
2166609,1940,251296,2020-01-05 16:54:36 UTC,reject
2166610,1940,251338,2020-01-05 16:54:36 UTC,assign
2166612,47173,251157,2020-01-05 16:54:38 UTC,accept
2166614,1940,251338,2020-01-05 16:54:41 UTC,reject
2166615,1940,250809,2020-01-05 16:54:41 UTC,assign
2166616,1940,250809,2020-01-05 16:54:46 UTC,accept
2166617,133932,251267,2020-01-05 16:55:05 UTC,assign
2166618,133932,251267,2020-01-05 16:55:12 UTC,accept
2166619,343098,249990,2020-01-05 16:55:19 UTC,assign
2166620,162336,251312,2020-01-05 16:55:22 UTC,unassign
2166621,162336,251312,2020-01-05 16:55:34 UTC,assign
2166624,342993,250752,2020-01-05 16:55:54 UTC,resolve
2166625,342993,250752,2020-01-05 16:55:56 UTC,rate
2166627,47173,251242,2020-01-05 16:56:19 UTC,assign
2166628,173141,251299,2020-01-05 16:56:21 UTC,assign
2166629,343098,249990,2020-01-05 16:56:21 UTC,unassign
2166630,13430,251346,2020-01-05 16:56:24 UTC,review_resolution
2166631,173141,251299,2020-01-05 16:56:25 UTC,accept
2166632,162336,251312,2020-01-05 16:56:30 UTC,reject
2166633,162336,251312,2020-01-05 16:56:30 UTC,assign
2166634,133932,251329,2020-01-05 16:56:37 UTC,pending_action_required
2166635,166703,251346,2020-01-05 16:56:42 UTC,resolve
2166636,166703,251346,2020-01-05 16:56:43 UTC,rate
2166637,173141,251333,2020-01-05 16:56:49 UTC,assign
2166639,173141,251333,2020-01-05 16:56:52 UTC,accept
2166640,171260,250812,2020-01-05 16:56:54 UTC,review_resolution
2166641,173141,250787,2020-01-05 16:56:58 UTC,assign
2166642,171260,250155,2020-01-05 16:56:59 UTC,review_resolution
2166643,80495,250847,2020-01-05 16:56:59 UTC,assign
2166644,173141,250787,2020-01-05 16:57:01 UTC,accept
2166645,210608,251083,2020-01-05 16:57:01 UTC,pending_action_required
2166646,171260,251352,2020-01-05 16:57:04 UTC,assign
2166647,80495,250847,2020-01-05 16:57:05 UTC,reject
2166648,80495,250847,2020-01-05 16:57:07 UTC,assign
2166649,210608,251083,2020-01-05 16:57:07 UTC,reactivate
2166650,71,248265,2020-01-05 16:57:09 UTC,unassign
2166651,71,250659,2020-01-05 16:57:10 UTC,unassign
2166652,71,250673,2020-01-05 16:57:10 UTC,unassign
2166653,297526,251329,2020-01-05 16:57:10 UTC,not_pending_action_done
2166654,27368,249990,2020-01-05 16:57:11 UTC,assign
2166655,80495,250847,2020-01-05 16:57:16 UTC,reject
2166657,329168,251239,2020-01-05 16:57:24 UTC,resolve
2166658,27368,249990,2020-01-05 16:57:25 UTC,accept
2166659,1940,250809,2020-01-05 16:57:26 UTC,review_resolution
2166660,162336,251312,2020-01-05 16:57:32 UTC,unassign
2166661,162336,251312,2020-01-05 16:57:32 UTC,assign
2166663,329168,251239,2020-01-05 16:57:37 UTC,rate
2166664,1940,251039,2020-01-05 16:57:38 UTC,assign
2166665,153283,251015,2020-01-05 16:57:39 UTC,assign
2166666,199962,250659,2020-01-05 16:57:43 UTC,assign
2166667,170702,251332,2020-01-05 16:57:44 UTC,review_resolution
2166668,170702,250729,2020-01-05 16:57:49 UTC,assign
2166669,153283,251015,2020-01-05 16:57:51 UTC,reject
2166671,153283,250397,2020-01-05 16:57:53 UTC,assign
2166672,265305,251275,2020-01-05 16:57:54 UTC,assign
2166673,265305,251275,2020-01-05 16:57:57 UTC,reject
2166674,265305,251275,2020-01-05 16:57:59 UTC,assign
2166675,23403,251327,2020-01-05 16:58:01 UTC,review_resolution
2166676,108746,251286,2020-01-05 16:58:09 UTC,review_resolution
2166677,153283,250397,2020-01-05 16:58:09 UTC,reject
2166678,153283,251351,2020-01-05 16:58:12 UTC,assign
2166679,199962,250659,2020-01-05 16:58:12 UTC,accept
2166680,417024,251286,2020-01-05 16:58:13 UTC,resolve
2166681,445087,251327,2020-01-05 16:58:13 UTC,resolve
2166682,417024,251286,2020-01-05 16:58:15 UTC,rate
2166683,445087,251327,2020-01-05 16:58:18 UTC,rate
2166684,177315,250974,2020-01-05 16:58:18 UTC,assign
2166685,480255,251340,2020-01-05 16:58:23 UTC,resolve
2166686,480255,251340,2020-01-05 16:58:27 UTC,rate
2166687,153283,251351,2020-01-05 16:58:33 UTC,accept
2166688,162336,251312,2020-01-05 16:58:34 UTC,unassign
2166689,162336,251312,2020-01-05 16:58:35 UTC,assign
2166690,170702,250729,2020-01-05 16:58:36 UTC,accept
2166691,1940,251039,2020-01-05 16:58:40 UTC,unassign
2166692,1940,251039,2020-01-05 16:58:40 UTC,assign
2166693,23403,250257,2020-01-05 16:58:53 UTC,assign
2166694,23403,250257,2020-01-05 16:58:59 UTC,reject
2166695,23403,250257,2020-01-05 16:58:59 UTC,assign
2166696,71,251242,2020-01-05 16:59:00 UTC,unassign
2166697,47173,251285,2020-01-05 16:59:02 UTC,assign
2166698,47173,251285,2020-01-05 16:59:05 UTC,accept
2166699,177315,250974,2020-01-05 16:59:19 UTC,unassign
2166700,162336,251312,2020-01-05 16:59:36 UTC,unassign
2166701,162336,251312,2020-01-05 16:59:41 UTC,assign
2166702,1940,251039,2020-01-05 16:59:42 UTC,unassign
2166703,1940,251039,2020-01-05 16:59:42 UTC,assign
2166704,26883,251180,2020-01-05 16:59:43 UTC,resolve
2166705,210608,251083,2020-01-05 16:59:45 UTC,pending_action_required
2166706,210608,250647,2020-01-05 16:59:49 UTC,assign
2166707,210608,250647,2020-01-05 16:59:54 UTC,reject
2166708,210608,251355,2020-01-05 16:59:58 UTC,assign
2166709,23403,250257,2020-01-05 17:00:01 UTC,unassign
2166710,224133,250974,2020-01-05 17:00:02 UTC,assign
2166711,301127,251249,2020-01-05 17:00:02 UTC,not_pending_action_done
2166712,224133,250974,2020-01-05 17:00:09 UTC,reject
2166713,210608,251355,2020-01-05 17:00:11 UTC,accept
2166714,170702,251249,2020-01-05 17:00:11 UTC,assign
2166715,224133,250975,2020-01-05 17:00:13 UTC,assign
2166716,224133,250975,2020-01-05 17:00:16 UTC,accept
2166717,23403,250257,2020-01-05 17:00:16 UTC,assign
2166718,23403,250257,2020-01-05 17:00:20 UTC,reject
2166719,23403,250257,2020-01-05 17:00:21 UTC,assign
2166720,133932,251329,2020-01-05 17:00:25 UTC,assign
2166721,71,251275,2020-01-05 17:00:39 UTC,unassign
2166722,71,250214,2020-01-05 17:00:40 UTC,inactivate
2166723,71,251352,2020-01-05 17:00:41 UTC,unassign
2166724,71,251221,2020-01-05 17:00:42 UTC,inactivate
2166726,162336,251312,2020-01-05 17:00:42 UTC,unassign
2166727,162336,251312,2020-01-05 17:00:43 UTC,assign
2166729,1940,251039,2020-01-05 17:00:43 UTC,unassign
2166730,165790,251015,2020-01-05 17:00:48 UTC,assign
2166731,1940,251039,2020-01-05 17:00:48 UTC,assign
2166732,1940,251039,2020-01-05 17:00:52 UTC,reject
2166733,1940,251097,2020-01-05 17:00:53 UTC,assign
2166734,265305,251221,2020-01-05 17:00:55 UTC,assign
2166735,165790,251015,2020-01-05 17:00:55 UTC,accept
2166736,265305,251221,2020-01-05 17:00:57 UTC,accept
2166737,1940,251097,2020-01-05 17:00:58 UTC,reject
2166738,1940,251345,2020-01-05 17:00:59 UTC,assign
2166739,265305,251352,2020-01-05 17:01:00 UTC,assign
2166740,64850,250181,2020-01-05 17:01:01 UTC,review_resolution
2166741,265305,251352,2020-01-05 17:01:06 UTC,accept
2166742,224133,250975,2020-01-05 17:01:08 UTC,escalate
2166743,265305,251275,2020-01-05 17:01:10 UTC,assign
2166744,224133,250810,2020-01-05 17:01:10 UTC,assign
2166745,265305,251275,2020-01-05 17:01:12 UTC,accept
2166746,170702,251249,2020-01-05 17:01:14 UTC,unassign
2166747,224133,250810,2020-01-05 17:01:15 UTC,reject
2166748,71668,250812,2020-01-05 17:01:16 UTC,review_not_resolved
2166749,224133,250976,2020-01-05 17:01:18 UTC,assign
2166750,23403,250257,2020-01-05 17:01:22 UTC,unassign
2166751,170702,251249,2020-01-05 17:01:22 UTC,assign
2166752,23403,250812,2020-01-05 17:01:23 UTC,assign
2166753,224133,250976,2020-01-05 17:01:23 UTC,reject
2166754,170702,251249,2020-01-05 17:01:25 UTC,accept
2166755,1940,251345,2020-01-05 17:01:26 UTC,reject
2166756,133932,251329,2020-01-05 17:01:27 UTC,unassign
2166757,1940,250989,2020-01-05 17:01:27 UTC,assign
2166758,80495,250847,2020-01-05 17:01:28 UTC,assign
2166759,80495,250847,2020-01-05 17:01:31 UTC,reject
2166760,276511,251177,2020-01-05 17:01:32 UTC,resolve
2166761,1940,250989,2020-01-05 17:01:33 UTC,reject
2166762,71668,250812,2020-01-05 17:01:33 UTC,resolve
2166763,1940,251148,2020-01-05 17:01:34 UTC,assign
2166764,71668,250812,2020-01-05 17:01:35 UTC,rate
2166765,276511,251177,2020-01-05 17:01:39 UTC,rate
2166766,186431,251322,2020-01-05 17:01:40 UTC,assign
2166767,224133,250977,2020-01-05 17:01:41 UTC,assign
2166768,224133,250977,2020-01-05 17:01:44 UTC,reject
2166769,162336,251312,2020-01-05 17:01:45 UTC,unassign
2166770,162336,251312,2020-01-05 17:01:45 UTC,assign
2166771,23403,250214,2020-01-05 17:01:49 UTC,assign
2166772,186431,251322,2020-01-05 17:01:57 UTC,reject
2166773,8709,251347,2020-01-05 17:02:01 UTC,review_resolution
2166774,186431,251255,2020-01-05 17:02:04 UTC,assign
2166775,388697,250400,2020-01-05 17:02:06 UTC,resolve
2166776,26883,251180,2020-01-05 17:02:07 UTC,rate
2166777,224133,250979,2020-01-05 17:02:07 UTC,assign
2166778,388697,250400,2020-01-05 17:02:11 UTC,rate
2166779,186431,251255,2020-01-05 17:02:12 UTC,reject
2166780,8709,250753,2020-01-05 17:02:15 UTC,assign
2166781,224133,250979,2020-01-05 17:02:16 UTC,reject
2166782,47173,250673,2020-01-05 17:02:19 UTC,assign
2166783,8709,250753,2020-01-05 17:02:20 UTC,accept
2166784,47173,250673,2020-01-05 17:02:24 UTC,accept
2166785,224133,250980,2020-01-05 17:02:34 UTC,assign
2166786,1940,251148,2020-01-05 17:02:36 UTC,unassign
2166787,1940,251148,2020-01-05 17:02:36 UTC,assign
2166788,224133,250980,2020-01-05 17:02:38 UTC,reject
2166789,224133,250983,2020-01-05 17:02:40 UTC,assign
2166790,224133,250983,2020-01-05 17:02:43 UTC,accept
2166792,162336,251312,2020-01-05 17:02:47 UTC,unassign
2166794,23403,250214,2020-01-05 17:02:50 UTC,unassign
2166795,23403,250214,2020-01-05 17:02:51 UTC,assign
2166796,454638,249578,2020-01-05 17:03:01 UTC,resolve
2166797,162336,251312,2020-01-05 17:03:03 UTC,assign
2166798,186431,251357,2020-01-05 17:03:04 UTC,assign
2166799,454638,249578,2020-01-05 17:03:06 UTC,rate
2166800,44368,251356,2020-01-05 17:03:12 UTC,assign
2166801,177315,250810,2020-01-05 17:03:13 UTC,assign
2166802,297526,251329,2020-01-05 17:03:19 UTC,resolve
2166803,224133,250983,2020-01-05 17:03:24 UTC,escalate
2166804,297526,251329,2020-01-05 17:03:27 UTC,rate
2166805,186431,251357,2020-01-05 17:03:28 UTC,accept
2166806,224133,251359,2020-01-05 17:03:30 UTC,assign
2166807,199962,250659,2020-01-05 17:03:36 UTC,pending_action_required
2166808,44368,251356,2020-01-05 17:03:36 UTC,reject
2166809,1940,251148,2020-01-05 17:03:38 UTC,unassign
2166810,139785,251345,2020-01-05 17:03:38 UTC,resolve
2166811,224133,251359,2020-01-05 17:03:38 UTC,accept
2166813,1940,251148,2020-01-05 17:03:38 UTC,assign
2166814,120964,251358,2020-01-05 17:03:42 UTC,assign
2166815,199962,250257,2020-01-05 17:03:44 UTC,assign
2166816,44368,251292,2020-01-05 17:03:46 UTC,assign
2166817,186769,250659,2020-01-05 17:03:48 UTC,not_pending_action_done
2166818,120964,251358,2020-01-05 17:03:49 UTC,accept
2166819,22200,250747,2020-01-05 17:03:51 UTC,review_resolution
2166820,23403,250214,2020-01-05 17:03:52 UTC,unassign
2166821,139785,251345,2020-01-05 17:03:54 UTC,rate
2166822,44368,251292,2020-01-05 17:03:55 UTC,reject
2166823,120964,250214,2020-01-05 17:03:59 UTC,assign
2166824,44368,251353,2020-01-05 17:03:59 UTC,assign
2166825,22200,250847,2020-01-05 17:04:00 UTC,assign
2166826,23403,250350,2020-01-05 17:04:04 UTC,assign
2166827,162336,251312,2020-01-05 17:04:04 UTC,unassign
2166828,162336,251360,2020-01-05 17:04:04 UTC,assign
2166829,44368,251353,2020-01-05 17:04:05 UTC,reject
2166830,162336,251360,2020-01-05 17:04:12 UTC,accept
2166831,44368,250397,2020-01-05 17:04:16 UTC,assign
2166832,177315,250810,2020-01-05 17:04:19 UTC,unassign
2166833,44368,250397,2020-01-05 17:04:22 UTC,reject
2166834,44368,251354,2020-01-05 17:04:24 UTC,assign
2166835,44368,251354,2020-01-05 17:04:30 UTC,reject
2166836,44368,250992,2020-01-05 17:04:33 UTC,assign
2166837,23403,250350,2020-01-05 17:04:34 UTC,reject
2166838,23403,250350,2020-01-05 17:04:34 UTC,assign
2166839,44368,250992,2020-01-05 17:04:36 UTC,accept
2166840,1940,251148,2020-01-05 17:04:40 UTC,reject
2166841,1940,251243,2020-01-05 17:04:40 UTC,assign
2166842,23403,250350,2020-01-05 17:04:43 UTC,reject
2166843,23403,250350,2020-01-05 17:04:43 UTC,assign
2166844,23403,250350,2020-01-05 17:04:47 UTC,reject
2166845,23403,250350,2020-01-05 17:04:47 UTC,assign
2166846,199962,250257,2020-01-05 17:04:49 UTC,unassign
2166847,199962,250659,2020-01-05 17:04:54 UTC,assign
2166848,120964,250214,2020-01-05 17:05:01 UTC,unassign
2166849,22200,250847,2020-01-05 17:05:02 UTC,unassign
2166850,22200,251361,2020-01-05 17:05:03 UTC,assign
2166851,22200,251361,2020-01-05 17:05:14 UTC,accept
2166852,459970,250889,2020-01-05 17:05:27 UTC,not_pending_action_done
2166853,1940,251243,2020-01-05 17:05:42 UTC,unassign
2166854,23403,250350,2020-01-05 17:05:49 UTC,unassign
2166855,23403,251363,2020-01-05 17:05:49 UTC,assign
2166856,1940,251243,2020-01-05 17:05:58 UTC,assign
2166857,199962,250659,2020-01-05 17:06:00 UTC,unassign
2166858,1940,251243,2020-01-05 17:06:05 UTC,reject
2166859,199962,250659,2020-01-05 17:06:06 UTC,assign
2166860,1940,250856,2020-01-05 17:06:06 UTC,assign
2166861,186431,251357,2020-01-05 17:06:06 UTC,review_resolution
2166862,39358,250959,2020-01-05 17:06:13 UTC,not_pending_action_done
2166863,452982,250753,2020-01-05 17:06:17 UTC,resolve
2166864,452982,250753,2020-01-05 17:06:19 UTC,rate
2166865,23403,251363,2020-01-05 17:06:23 UTC,accept
2166866,343098,250647,2020-01-05 17:06:40 UTC,assign
2166867,8709,250686,2020-01-05 17:06:41 UTC,assign
2166868,492805,251357,2020-01-05 17:06:48 UTC,resolve
2166869,343098,250647,2020-01-05 17:06:54 UTC,accept
2166870,8709,250686,2020-01-05 17:06:57 UTC,accept
2166871,343098,251326,2020-01-05 17:06:59 UTC,assign
2166872,454240,251354,2020-01-05 17:07:00 UTC,resolve
2166873,454240,251354,2020-01-05 17:07:02 UTC,rate
2166874,129364,251356,2020-01-05 17:07:05 UTC,assign
2166875,173141,251299,2020-01-05 17:07:06 UTC,review_resolution
2166876,1940,250856,2020-01-05 17:07:07 UTC,unassign
2166877,1940,250856,2020-01-05 17:07:08 UTC,assign
2166878,8709,250686,2020-01-05 17:07:11 UTC,review_resolution
2166879,247942,251187,2020-01-05 17:07:11 UTC,resolve
2166880,199962,250659,2020-01-05 17:07:13 UTC,unassign
2166881,247942,251187,2020-01-05 17:07:15 UTC,rate
2166882,224133,249945,2020-01-05 17:07:16 UTC,pending_action_required
2166883,210608,251355,2020-01-05 17:07:23 UTC,review_resolution
2166884,8709,251292,2020-01-05 17:07:23 UTC,assign
2166885,129364,251356,2020-01-05 17:07:26 UTC,reject
2166886,111012,251355,2020-01-05 17:07:27 UTC,resolve
2166887,210608,251296,2020-01-05 17:07:27 UTC,assign
2166888,129364,251353,2020-01-05 17:07:28 UTC,assign
2166889,1940,250856,2020-01-05 17:07:31 UTC,reject
2166890,1940,250861,2020-01-05 17:07:31 UTC,assign
2166891,8709,251292,2020-01-05 17:07:33 UTC,accept
2166892,210608,251296,2020-01-05 17:07:35 UTC,reject
2166893,343098,251326,2020-01-05 17:07:35 UTC,accept
2166894,199962,250659,2020-01-05 17:07:36 UTC,assign
2166895,210608,250462,2020-01-05 17:07:37 UTC,assign
2166896,44368,250992,2020-01-05 17:07:38 UTC,pending_action_required
2166897,224133,250984,2020-01-05 17:07:43 UTC,assign
2166898,210608,250462,2020-01-05 17:07:46 UTC,accept
2166899,224133,250984,2020-01-05 17:07:46 UTC,reject
2166900,483929,250992,2020-01-05 17:07:49 UTC,not_pending_action_done
2166901,224133,250909,2020-01-05 17:07:51 UTC,assign
2166902,171260,250214,2020-01-05 17:07:58 UTC,assign
2166903,1940,250861,2020-01-05 17:08:33 UTC,unassign
2166904,1940,250861,2020-01-05 17:08:33 UTC,assign
2166905,474987,250935,2020-01-05 17:08:41 UTC,rate
2166906,199962,250659,2020-01-05 17:08:41 UTC,unassign
2166907,111012,251355,2020-01-05 17:08:43 UTC,rate
2166908,199962,250659,2020-01-05 17:08:45 UTC,assign
2166909,224133,250909,2020-01-05 17:08:57 UTC,unassign
2166910,44368,250987,2020-01-05 17:09:01 UTC,pending_action_required
2166911,71,251353,2020-01-05 17:09:20 UTC,unassign
2166913,71,250214,2020-01-05 17:09:22 UTC,unassign
2166914,171260,250214,2020-01-05 17:09:22 UTC,assign
2166915,129364,251353,2020-01-05 17:09:23 UTC,assign
2166916,213589,251299,2020-01-05 17:09:26 UTC,resolve
2166917,129364,251353,2020-01-05 17:09:26 UTC,accept
2166918,213589,251299,2020-01-05 17:09:27 UTC,rate
2166919,1940,250861,2020-01-05 17:09:35 UTC,unassign
2166920,35759,251356,2020-01-05 17:09:35 UTC,assign
2166921,1940,251192,2020-01-05 17:09:43 UTC,assign
2166922,120964,251358,2020-01-05 17:09:50 UTC,review_resolution
2166923,464708,250987,2020-01-05 17:09:54 UTC,resolve
2166924,464708,250987,2020-01-05 17:09:56 UTC,rate
2166925,64850,248880,2020-01-05 17:10:10 UTC,assign
2166926,120964,251365,2020-01-05 17:10:12 UTC,assign
2166927,23403,250257,2020-01-05 17:10:17 UTC,assign
2166928,120964,251365,2020-01-05 17:10:19 UTC,accept
2166929,23403,250257,2020-01-05 17:10:20 UTC,reject
2166930,23403,250257,2020-01-05 17:10:22 UTC,assign
2166931,133932,251267,2020-01-05 17:10:33 UTC,review_resolution
2166932,417892,251257,2020-01-05 17:10:34 UTC,review_not_resolved
2166933,129364,251171,2020-01-05 17:10:37 UTC,review_resolution
2166934,1940,251192,2020-01-05 17:10:44 UTC,unassign
2166935,1940,251257,2020-01-05 17:10:45 UTC,assign
2166937,64850,248880,2020-01-05 17:11:12 UTC,unassign
2166940,23403,250257,2020-01-05 17:11:24 UTC,unassign
2166941,485042,251348,2020-01-05 17:11:29 UTC,resolve
2166942,34161,251360,2020-01-05 17:11:31 UTC,resolve
2166943,485042,251348,2020-01-05 17:11:32 UTC,rate
2166944,34161,251360,2020-01-05 17:11:33 UTC,rate
2166945,460197,250727,2020-01-05 17:11:33 UTC,review_not_resolved
2166946,194753,250291,2020-01-05 17:11:46 UTC,not_pending_action_done
2166947,1940,251257,2020-01-05 17:11:47 UTC,unassign
2166948,1940,251257,2020-01-05 17:11:47 UTC,assign
2166949,251355,248416,2020-01-05 17:12:09 UTC,resolve
2166950,301127,251249,2020-01-05 17:12:11 UTC,resolve
2166951,71,250214,2020-01-05 17:12:11 UTC,unassign
2166952,71,250659,2020-01-05 17:12:11 UTC,unassign
2166953,71,251356,2020-01-05 17:12:11 UTC,unassign
2166954,301127,251249,2020-01-05 17:12:13 UTC,rate
2166955,64985,250959,2020-01-05 17:12:14 UTC,assign
2166956,162336,251312,2020-01-05 17:12:16 UTC,assign
2166957,162336,251312,2020-01-05 17:12:20 UTC,reject
2166958,162336,251312,2020-01-05 17:12:21 UTC,assign
2166960,64985,250959,2020-01-05 17:12:26 UTC,reject
2166961,64985,250959,2020-01-05 17:12:28 UTC,assign
2166962,133932,250847,2020-01-05 17:12:29 UTC,assign
2166963,170702,251169,2020-01-05 17:12:30 UTC,assign
2166964,251355,248416,2020-01-05 17:12:30 UTC,rate
2166965,64985,250959,2020-01-05 17:12:31 UTC,reject
2166966,64985,250959,2020-01-05 17:12:33 UTC,assign
2166967,133932,250847,2020-01-05 17:12:39 UTC,reject
2166968,170702,251169,2020-01-05 17:12:39 UTC,accept
2166969,1940,251257,2020-01-05 17:12:48 UTC,unassign
2166970,265305,251352,2020-01-05 17:12:53 UTC,review_resolution
2166971,1940,251257,2020-01-05 17:13:01 UTC,assign
2166972,265305,250214,2020-01-05 17:13:02 UTC,assign
2166973,265305,250214,2020-01-05 17:13:05 UTC,reject
2166974,265305,250214,2020-01-05 17:13:12 UTC,assign
2166975,265305,250214,2020-01-05 17:13:15 UTC,reject
2166976,192496,251352,2020-01-05 17:13:15 UTC,resolve
2166977,265305,250214,2020-01-05 17:13:17 UTC,assign
2166978,192496,251352,2020-01-05 17:13:18 UTC,rate
2166979,224133,250909,2020-01-05 17:13:22 UTC,assign
2166980,162336,251312,2020-01-05 17:13:22 UTC,unassign
2166981,162336,251312,2020-01-05 17:13:23 UTC,assign
2166982,265305,250214,2020-01-05 17:13:29 UTC,reject
2166983,265305,250214,2020-01-05 17:13:30 UTC,assign
2166984,265305,250214,2020-01-05 17:13:34 UTC,reject
2166985,64985,250959,2020-01-05 17:13:35 UTC,unassign
2166986,133932,251084,2020-01-05 17:13:38 UTC,assign
2166987,133932,251084,2020-01-05 17:13:49 UTC,accept
2166988,376480,250235,2020-01-05 17:13:57 UTC,resolve
2166989,23403,251363,2020-01-05 17:13:59 UTC,review_resolution
2166990,1940,251257,2020-01-05 17:14:03 UTC,unassign
2166991,1940,251257,2020-01-05 17:14:03 UTC,assign
2166992,162336,251312,2020-01-05 17:14:06 UTC,reject
2166993,162336,251366,2020-01-05 17:14:07 UTC,assign
2166994,129364,251364,2020-01-05 17:14:08 UTC,assign
2166995,162336,251366,2020-01-05 17:14:09 UTC,accept
2166996,376480,250235,2020-01-05 17:14:12 UTC,rate
2166997,23403,250214,2020-01-05 17:14:14 UTC,assign
2166998,129364,251364,2020-01-05 17:14:14 UTC,accept
2166999,23403,250214,2020-01-05 17:14:17 UTC,reject
2167000,23403,250214,2020-01-05 17:14:18 UTC,assign
2167001,224133,250909,2020-01-05 17:14:27 UTC,unassign
2167002,272426,250254,2020-01-05 17:14:57 UTC,resolve
2167003,272426,250254,2020-01-05 17:14:59 UTC,rate
2167004,23403,250214,2020-01-05 17:15:00 UTC,reject
2167005,23403,251367,2020-01-05 17:15:00 UTC,assign
2167006,252368,251363,2020-01-05 17:15:01 UTC,resolve
2167007,252368,251363,2020-01-05 17:15:04 UTC,rate
2167008,1940,251257,2020-01-05 17:15:04 UTC,unassign
2167009,1940,251257,2020-01-05 17:15:05 UTC,assign
2167010,23403,251367,2020-01-05 17:15:31 UTC,reject
2167011,23403,251367,2020-01-05 17:15:31 UTC,assign
2167012,483110,251358,2020-01-05 17:15:33 UTC,resolve
2167013,23403,251367,2020-01-05 17:15:35 UTC,reject
2167014,23403,251367,2020-01-05 17:15:35 UTC,assign
2167015,170696,248880,2020-01-05 17:15:35 UTC,assign
2167016,483110,251358,2020-01-05 17:15:36 UTC,rate
2167017,224133,251368,2020-01-05 17:15:48 UTC,assign
2167018,224133,251368,2020-01-05 17:15:54 UTC,reject
2167019,170696,248880,2020-01-05 17:15:55 UTC,reject
2167021,224133,250909,2020-01-05 17:15:59 UTC,assign
2167022,23403,251367,2020-01-05 17:16:06 UTC,reject
2167023,23403,251367,2020-01-05 17:16:06 UTC,assign
2167024,1940,251257,2020-01-05 17:16:06 UTC,unassign
2167025,224133,250909,2020-01-05 17:16:07 UTC,reject
2167026,205381,249191,2020-01-05 17:16:10 UTC,resolve
2167027,205381,249191,2020-01-05 17:16:12 UTC,rate
2167028,23403,251367,2020-01-05 17:16:15 UTC,reject
2167029,23403,251367,2020-01-05 17:16:16 UTC,assign
2167030,23403,251367,2020-01-05 17:16:20 UTC,reject
2167031,23403,251367,2020-01-05 17:16:20 UTC,assign
2167032,23403,251367,2020-01-05 17:16:24 UTC,reject
2167033,23403,251367,2020-01-05 17:16:25 UTC,assign
2167034,23403,251367,2020-01-05 17:16:29 UTC,reject
2167035,23403,251367,2020-01-05 17:16:30 UTC,assign
2167036,23403,251367,2020-01-05 17:16:34 UTC,reject
2167037,23403,251367,2020-01-05 17:16:34 UTC,assign
2167038,331674,250581,2020-01-05 17:16:37 UTC,resolve
2167039,331674,250581,2020-01-05 17:16:39 UTC,rate
2167040,385799,251365,2020-01-05 17:16:41 UTC,resolve
2167041,1940,251257,2020-01-05 17:16:41 UTC,assign
2167042,1940,251257,2020-01-05 17:16:47 UTC,accept
2167043,120964,250214,2020-01-05 17:16:50 UTC,assign
2167044,23403,251367,2020-01-05 17:16:56 UTC,reject
2167045,23403,251367,2020-01-05 17:16:57 UTC,assign
2167047,23403,251367,2020-01-05 17:17:01 UTC,reject
2167048,170696,251296,2020-01-05 17:17:02 UTC,assign
2167049,428959,251313,2020-01-05 17:17:02 UTC,resolve
